PriceX,PriceY,sumX,sumXsqr,sumY,sumYsqr,sumXY,sumXlag,sumYlag,sumXsqrlag,sumYsqrlag,sumX_lagY,sumY_lagX,sumXY_lag,sumX_lagX,sumY_lagY,sumXprec,sumYprec,sumXsqrprec, sumYsqrprec,sumXYprec,gamma
42.78,68.17,76107.72,2943038.8504,123153.01,7702960.0035,4759974.4534,76064.94,123084.84,2941208.722,7698312.8546,4757715.9422,4758072.6477,4757058.1408,2941606.6827,7699294.0856,76080.29,123108.35,2942286.4455,7700965.4879,4517315.0404,0.839606716175
42.03,68.66,76261.68,2953794.4134,123391.98,7729837.8628,4776978.0503,76219.65,123323.32,2952027.8925,7725123.6672,4774706.4714,4775123.4496,4774092.2705,2952398.9264,7726130.1515,76234.43,123347.18,2953051.8509,7727830.8228,4523432.5653,0.839606716175
41.5,67.45,76398.1,2963319.9976,123623.98,7756043.5266,4792783.6529,76356.6,123556.53,2961597.7476,7751494.0241,4790490.1852,4790941.8105,4789984.4779,2961901.6012,7752379.8414,76369.24,123578.34,2962487.098,7753960.517,4528150.9141,0.839606716175
43.32,69.66,76537.47,2973296.9927,123846.17,7781455.7489,4808700.6672,76494.15,123776.51,2971420.3703,7776603.2333,4806322.157,4806707.8704,4805682.996,2971807.906,7777591.7067,76508.87,123799.5,2972479.0327,7779277.66,4533148.8484,0.839606716175
44.17,70.32,76687.58,2984147.4582,124078.82,7808737.333,4825909.846,76643.41,124008.5,2982196.4693,7803792.4306,4823493.1645,4823861.4042,4822803.8116,2982614.6701,7804833.8428,76658.77,124032.28,2983317.4421,7806571.3614,4538734.1339,0.839606716175
44.03,72.13,76837.6,2995059.4592,124319.73,7836969.3075,4843461.5639,76793.57,124247.6,2993120.8183,7831766.5706,4840944.4573,4841371.8363,4840285.68,2993519.8468,7832854.135,76808.36,124271.45,2994204.4816,7834638.3491,4544472.7907,0.839606716175
44.52,71.77,76986.57,3006127.0277,124560.22,7865991.8458,4861381.7831,76942.05,124488.45,3004144.9973,7860840.9129,4858830.9892,4859221.836,4858186.5827,3004535.2447,7861849.8443,76956.31,124510.81,3005211.3601,7863550.4977,4549928.3575,0.839606716175
47.0,75.77,77153.47,3018701.5779,124807.79,7896109.2723,4880860.4804,77106.47,124732.02,3016492.5779,7890368.1794,4878138.889,4878541.2385,4877299.2904,3017003.7963,7891711.3758,77123.46,124759.18,3017800.9778,7893746.3402,4556937.9414,0.839606716175
48.97,77.54,77337.38,3032933.9168,125082.19,7930391.3831,4902964.4003,77288.41,125004.65,3030535.8559,7924378.9315,4900201.7175,4900523.7808,4899167.2665,3031168.1209,7925905.5782,77308.29,125034.58,3032087.6887,7928124.671,4565565.9068,0.839606716175
48.97,78.02,77526.27,3047700.3095,125376.95,7967807.8165,4926474.4456,77477.3,125298.93,3045302.2486,7961720.6961,4923649.8614,4924009.7113,4922653.8062,3045910.3752,7963245.9822,77496.36,125328.54,3046805.7014,7965464.2884,4574609.8816,0.839606716175
49.98,78.01,77715.44,3062594.9322,125662.49,8003873.5207,4949664.4116,77665.46,125584.48,3060096.9318,7997787.9606,4946832.5166,4947142.9783,4945765.4718,3060750.0075,7999349.6396,77685.39,125614.84,3061691.9297,8001602.9982,4583847.2832,0.839606716175
47.82,77.19,77893.99,3076693.6631,125959.53,8041471.0253,4972691.9009,77846.17,125882.34,3074406.9107,8035512.7292,4969833.7232,4970286.8243,4969000.6751,3074911.8007,8036927.5345,77862.59,125910.16,3075707.7031,8039033.6284,4592362.1153,0.839606716175
46.87,76.06,78059.02,3089703.3654,126211.73,8073719.0153,4993186.2024,78012.15,126135.67,3087506.5685,8067933.8917,4990438.6247,4990808.5488,4989621.2702,3087999.8855,8069192.3041,78028.71,126160.94,3088784.6693,8071139.3912,4599097.9276,0.839606716175
48.12,77.78,78222.74,3102708.791,126481.02,8108068.7674,5014326.4913,78174.62,126403.24,3100393.2566,8102019.039,5011426.6771,5011835.8091,5010583.7177,3100901.4515,8103387.0981,78191.01,126429.75,3101701.9981,8105440.1545,4606095.0083,0.839606716175
48.91,77.52,78385.14,3115465.5126,126748.96,8142837.602,5035379.2278,78336.23,126671.44,3113073.3245,8136828.2516,5032558.4572,5032847.5001,5031587.7246,3113658.6584,8138207.3708,78354.73,126698.3,3114540.7445,8140271.1664,4612604.2508,0.839606716175
49.57,79.37,78558.58,3129359.1882,127021.56,8177831.8946,5057429.5518,78509.01,126942.19,3126902.0033,8171532.2977,5054430.4383,5054859.3003,5053495.1809,3127463.9574,8173078.8166,78526.44,126971.33,3128326.2086,8175308.8417,4620412.4854,0.839606716175
50.37,79.55,78727.13,3143377.1717,127318.35,8216429.1805,5080731.9578,78676.76,127238.8,3140840.0348,8210100.978,5077591.0008,5078024.9362,5076725.0243,3141353.234,8211553.8729,78692.33,127266.02,3142166.1317,8213690.7516,4628584.0799,0.839606716175
48.05,80.23,78875.15,3155901.9439,127579.38,8251358.102,5101671.8001,78827.1,127499.15,3153593.1414,8244921.2491,5098496.9026,5099091.8091,5097816.7486,3153991.2183,8246335.6942,78840.35,127525.32,3154690.9039,8248435.6184,4634430.3546,0.839606716175
47.37,77.91,79018.03,3167610.7733,127829.47,8284702.2561,5121445.9005,78970.66,127751.56,3165366.8564,8278632.288,5118486.8819,5118947.7319,5117755.3038,3165797.1585,8279909.4169,78985.17,127776.28,3166530.9937,8281873.08,4639399.6539,0.839606716175
47.2,76.55,79158.62,3178822.2958,128067.45,8315625.5985,5140068.0149,79111.42,127990.9,3176594.4558,8309765.696,5137205.0503,5137577.5705,5136454.8549,3177036.2126,8310928.939,79126.37,128014.06,3177782.2333,8312775.1064,4643993.0753,0.839606716175
47.17,76.96,79317.83,3191552.0095,128300.96,8345988.8756,5159751.4617,79270.66,128224.0,3189327.0006,8340066.034,5156929.4628,5157330.3407,5156121.2585,3189803.1015,8341370.2075,79286.73,128249.66,3190584.7995,8343357.1856,4650022.4259,0.839606716175
49.4,79.34,79491.78,3205566.2562,128556.29,8378946.9027,5181262.2448,79442.38,128476.95,3203125.8962,8372652.0671,5178274.5511,5178632.1501,5177342.8488,3203680.2737,8374078.5277,79459.77,128503.76,3204541.6161,8376187.5018,4657577.0314,0.839606716175
49.94,80.53,79671.1,3220167.024,128836.56,8415933.2816,5204504.6432,79621.16,128756.03,3217673.0204,8409448.2007,5201484.4756,5201881.3224,5200482.975,3218269.6552,8411050.1458,79639.58,128785.6,3219173.5136,8413336.36,4665834.6964,0.839606716175
50.67,81.23,79862.3,3235728.0772,129139.55,8455642.1139,5229364.6774,79811.63,129058.32,3233160.6283,8449043.801,5226347.766,5226740.6366,5225248.7533,3233817.2504,8450798.5823,79831.54,129090.51,3234781.8996,8453237.1923,4675497.1451,0.839606716175
53.75,85.18,80075.67,3253680.2607,129463.17,8499041.0917,5257282.3223,80021.92,129377.99,3250791.1982,8491785.4593,5253980.2228,5254287.3427,5252703.8973,3251559.5256,8493682.6816,80043.39,129410.47,3252638.2623,8496263.8017,4687143.7224,0.839606716175
54.85,87.23,80293.86,3272709.759,129797.71,8545950.6811,5287168.0995,80239.01,129710.48,3269701.2365,8538341.6082,5283744.0079,5284049.8442,5282383.534,3270522.7054,8540366.9776,80261.38,129744.14,3271654.8086,8543080.9362,4699371.6641,0.839606716175
53.81,90.23,80522.22,3292470.106,130163.41,8598134.7999,5319274.1076,80468.41,130073.18,3289574.5899,8589993.347,5315760.8214,5316297.5713,5314418.8313,3290384.8304,8592360.696,80491.17,130111.34,3291506.0035,8595423.515,4712508.1478,0.839606716175
55.59,87.98,80756.4,3312608.5778,130544.45,8651191.8923,5351955.5785,80700.81,130456.47,3309518.3297,8643451.4119,5348544.9056,5348888.8153,5347064.7703,3310412.6044,8645727.6318,80724.97,130494.53,3311620.7329,8648699.8859,4726661.8918,0.839606716175
57.96,91.99,81012.26,3335318.214,130948.04,8708240.5252,5387945.6347,80954.3,130856.05,3331958.8524,8699778.3651,5384331.3851,5384587.7596,5382613.8943,3332999.767,8702285.7031,80981.29,130895.59,3334359.0731,8705489.5227,4743346.2681,0.839606716175
59.21,95.77,81298.26,3361095.5404,131374.05,8770792.0549,5428135.9728,81239.05,131278.28,3357589.7163,8761620.162,5424300.0387,5424718.1304,5422465.4311,3358704.7474,8764573.2189,81267.37,131323.36,3360141.3483,8768222.5788,4762620.8997,0.839606716175
58.81,95.57,81577.98,3386425.9292,131829.33,8837606.5901,5469268.5527,81519.17,131733.76,3382967.3131,8828472.9652,5465372.8465,5465879.2085,5463648.081,3384012.7148,8831388.669,81545.69,131778.29,3385383.2851,8835001.5085,4781825.0174,0.839606716175
58.11,95.35,81836.9,3409886.8986,132268.1,8901814.7922,5508093.7705,81778.79,132172.75,3406510.1265,8892723.1697,5504179.4344,5504751.0911,5502552.982,3407494.8632,8895586.3888,81804.04,132216.43,3408807.119,8899145.0033,4799129.3074,0.839606716175
57.05,93.65,82076.79,3431742.1005,132689.71,8964017.6161,5544997.7359,82019.74,132596.06,3428487.398,8955247.2936,5541125.5863,5541649.5147,5539655.0034,3429376.013,8957784.4242,82042.89,132634.91,3430592.8905,8961014.5761,4814401.1123,0.839606716175
59.29,93.69,82313.26,3453627.7428,133059.87,9019336.4361,5579790.9797,82253.97,132966.18,3450112.4387,9010558.62,5575895.7452,5576186.486,5574236.0996,3451118.2759,9013020.9228,82279.0,133003.65,3452453.9952,9016175.7477,4828715.2101,0.839606716175
56.16,94.08,82539.5,3474709.4708,133445.19,9078101.8273,5614987.5104,82483.34,133351.11,3471555.5252,9069250.7809,5610968.5322,5611623.427,5609703.9776,3472320.7312,9071652.4893,82503.55,133387.31,3473417.0683,9074751.7329,4841985.046,0.839606716175
56.5,91.97,82743.73,3493613.2051,133788.84,9129721.7858,5646229.7328,82687.23,133696.87,3490420.9551,9121263.3049,5642345.1869,5642797.6668,5641033.4278,3491214.4246,9123409.8018,82708.05,133729.96,3492340.1427,9126254.9314,4852987.5572,0.839606716175
58.27,91.03,82965.91,3514216.1151,134114.9,9177850.581,5677738.0893,82907.64,134023.87,3510820.7222,9169564.1201,5673893.9935,5674196.5569,5672433.7712,3511709.4509,9171701.4697,82930.08,134057.36,3512932.3262,9174539.7294,4865784.4775,0.839606716175
60.11,95.29,83187.42,3535298.2222,134469.45,9231850.1863,5711480.3172,83127.31,134374.16,3531685.0101,9222770.0022,5707375.1387,5707681.5698,5705752.4353,3532673.19,9225174.4746,83151.36,134409.67,3533997.8986,9228276.5379,4878772.1074,0.839606716175
61.22,96.04,83430.94,3558782.4252,134840.54,9289376.788,5748248.9077,83369.72,134744.5,3555034.5368,9280153.1064,5744019.9605,5744361.3527,5742369.3389,3556040.0807,9282660.2901,83393.52,134781.27,3557382.1688,9285863.8551,4893933.4548,0.839606716175
57.54,97.56,83638.48,3578911.1008,135204.57,9346861.3889,5782268.3053,83580.94,135107.01,3575600.2492,9337343.4353,5777961.7499,5778665.9869,5776654.7029,3576393.6547,9339879.8768,83601.28,135143.34,3577527.2608,9343112.276,4905366.4162,0.839606716175
57.04,93.12,83823.73,3596439.9333,135545.43,9400557.9883,5812980.1846,83766.69,135452.31,3593186.3717,9391886.6539,5808882.9556,5809350.3981,5807668.6198,3593925.1944,9393867.9594,83785.85,135482.11,3595005.0389,9396548.5659,4913773.9807,0.839606716175
55.88,90.98,84005.6,3613770.2908,135842.49,9446857.0205,5841306.494,83949.72,135751.51,3610647.7164,9438579.6601,5837284.8439,5837806.4868,5836222.5316,3611292.6905,9440401.4019,83967.01,135779.76,3612281.1027,9442921.9676,4921630.3954,0.839606716175
56.12,92.27,84181.12,3630395.1068,136140.23,9492665.0737,5868907.9463,84125.0,136047.96,3627245.6524,9484151.3208,5864793.0111,5865379.8679,5863729.7539,3627889.5893,9486079.793,84142.18,136077.31,3628878.7832,9488706.1473,4929171.3187,0.839606716175
57.42,91.64,84359.88,3647466.7686,136416.23,9535344.0579,5895907.3955,84302.46,136324.59,3644169.7122,9526946.1683,5891760.0791,5892201.4895,5890645.4267,3644846.0234,9528718.3414,84319.89,136351.79,3645867.5685,9531191.5443,4936529.5342,0.839606716175
56.55,90.57,84520.55,3663118.3263,136683.29,9577525.4805,5921599.3429,84464.0,136592.72,3659920.4238,9569322.5556,5917454.6886,5917898.2936,5916477.6094,3660511.8352,9570871.7689,84479.7,136616.93,3661449.6038,9573121.8309,4941900.2596,0.839606716175
61.14,95.47,84701.25,3681074.2037,136938.83,9617831.9037,5948543.125,84640.11,136843.36,3677336.1041,9608717.3828,5944087.4292,5944431.8742,5942706.0892,3678184.6744,9610738.7805,84660.16,136872.75,3679385.8156,9613465.3373,4949525.791,0.839606716175
63.52,102.99,84917.97,3703560.8813,137271.31,9672890.9803,5983733.7863,84854.45,137168.32,3699526.0909,9662284.0402,5978810.6597,5979322.6355,5977191.8615,3700525.2434,9664939.3851,84876.95,137203.61,3701878.2409,9668307.6903,4961658.1761,0.839606716175
64.93,104.61,85150.7,3728078.3056,137631.56,9734147.2734,6022496.2159,85085.77,137526.95,3723862.4007,9723204.0213,6017451.8239,6018004.0758,6015703.8886,3724941.2049,9726132.3165,85109.42,137565.44,3726374.2672,9729775.419,4975567.5016,0.839606716175
67.44,107.15,85411.45,3756188.7609,138030.76,9803360.0248,6066610.4713,85344.01,137923.61,3751640.6073,9791878.9023,6061509.9398,6061841.6012,6059384.2753,3752952.3352,9795052.2374,85371.88,137964.29,3754622.976,9798941.7639,4993215.8779,0.839606716175
70.81,109.73,85700.22,3788153.7778,138459.87,9878789.3157,6115740.8234,85629.41,138350.14,3783139.7217,9866748.6428,6110373.9849,6110596.5143,6107970.8421,3784630.2168,9870188.5185,85659.33,138393.19,3786481.7857,9874343.0933,5014646.5305,0.839606716175
70.24,113.2,85996.75,3821160.3367,138928.63,9963009.9865,6168458.6858,85926.51,138815.43,3816226.6791,9950195.7465,6162888.9548,6163446.0969,6160507.5178,3817703.254,9954124.5935,85956.53,138863.55,3819542.6883,9958774.5801,5037324.5433,0.839606716175
67.84,112.34,86290.79,3853293.0603,139396.72,10046335.4288,6220200.3443,86222.95,139284.38,3848690.7947,10033715.1532,6214802.5505,6215470.9236,6212579.1987,3850068.1093,10037568.4511,86252.28,139331.98,3851810.0402,10042144.1612,5059330.6816,0.839606716175
66.64,110.92,86574.17,3883660.4113,139872.34,10129814.7932,6270553.6109,86507.53,139761.42,3879219.5217,10117511.5468,6265203.2272,6266005.8745,6263161.9021,3880485.6188,10121285.35,86534.89,139808.83,3882117.4929,10125781.2731,5080022.6059,0.839606716175
65.42,105.52,86838.52,3911270.0186,140319.98,10206653.1916,6316614.0559,86773.1,140214.46,3906990.2422,10195518.7212,6311659.6189,6312212.0455,6309710.9375,3908202.4901,10198723.2862,86799.93,140256.74,3909780.8305,10202653.894,5098166.7242,0.839606716175
69.66,108.48,87111.91,3940303.1929,140749.72,10279396.6472,6362556.576,87042.25,140641.24,3935450.6773,10267628.7368,6357372.4239,6357741.7598,6354999.8592,3936930.5282,10271209.8225,87072.92,140687.45,3938782.9728,10275519.0943,5117856.0564,0.839606716175
69.08,111.54,87414.22,3972925.8054,141224.18,10362203.172,6414532.1007,87345.14,141112.64,3968153.759,10349762.0004,6409158.0034,6409703.7119,6406826.9175,3969606.0832,10353553.5496,87375.58,141159.9,3971432.7558,10358071.2536,5140837.5126,0.839606716175
70.73,112.93,87725.49,4007063.9615,141703.35,10446503.0387,6468189.3097,87654.76,141590.42,4002061.2286,10433749.8538,6462648.8248,6463184.445,6460201.7708,4003587.0086,10437709.4641,87685.79,141639.26,4005487.8715,10442395.5106,5165206.3974,0.839606716175
72.69,114.49,88047.49,4042808.8633,142203.58,10534360.1078,6524228.3221,87974.8,142089.09,4037525.0272,10521252.1477,6518581.2575,6519076.3523,6515906.044,4039194.0461,10525506.3612,88007.9,142141.36,4041241.4952,10530488.7794,5191808.0304,0.839606716175
74.57,118.09,88404.72,4083535.9524,142738.24,10630824.9232,6586933.1275,88330.15,142620.15,4077975.2675,10616879.6751,6581052.9953,6581517.9088,6578127.1562,4079801.922,10621477.1256,88365.7,142674.83,4082013.392,10626804.0951,5223002.3959,0.839606716175
74.85,121.69,88762.56,4124265.7894,143310.79,10735607.9757,6652254.6673,88687.71,143189.1,4118663.2669,10720799.5196,6646153.034,6646855.741,6643146.1708,4120537.5855,10725905.1907,88724.3,143248.62,4122801.9618,10731742.8668,5254521.1536,0.839606716175
75.79,122.41,89149.85,4167829.3235,143915.82,10847185.3538,6721993.3421,89074.06,143793.41,4162085.1994,10832201.1457,6715911.1824,6716549.8268,6712715.8882,4164071.7304,10837510.0391,89112.71,143855.56,4166449.9439,10843554.0862,5288977.6193,0.839606716175
76.45,123.52,89521.98,4210148.0034,144530.31,10959830.7991,6791034.85,89445.53,144406.79,4204303.4009,10944573.6087,6784818.0302,6785470.8843,6781591.746,4206308.6071,10949948.6524,89484.04,144468.94,4208708.5598,10956064.5222,5322531.9506,0.839606716175
71.84,122.69,89899.63,4252504.2393,145159.38,11076598.6966,6861342.3555,89827.79,145036.69,4247343.2537,11061545.8605,6855282.1669,6856384.5293,6852528.3059,4249064.1605,11066871.1463,89863.37,145098.9,4251189.4517,11072940.8662,5356035.354,0.839606716175
70.48,117.56,90249.67,4290295.6131,145743.86,11181774.5868,6924381.6167,90179.19,145626.3,4285328.1827,11167954.2332,6918672.5654,6919601.8939,6916095.9879,4286941.4184,11172687.5248,90213.19,145683.8,4288964.8227,11178167.3832,5384978.7208,0.839606716175
69.91,115.72,90581.06,4325774.2568,146313.2,11280574.5562,6983615.1577,90511.15,146197.48,4320886.8487,11267183.4378,6977983.8553,6978923.5909,6975525.1725,4322425.9508,11271741.4877,90543.68,146253.8,4324376.9924,11277046.1962,5412542.262,0.839606716175
70.01,113.5,90914.41,4361875.1911,146862.03,11376838.7227,7042566.2983,90844.4,146748.53,4356973.791,11363956.4727,7037082.1881,7037793.2295,7034620.1633,4358512.1109,11368145.9118,90876.88,146800.75,4360466.6902,11373083.4843,5440026.5491,0.839606716175
66.03,113.48,91219.16,4394278.0816,147386.03,11468415.8159,7097035.4553,91153.13,147272.55,4389918.1207,11455538.1055,7091501.5575,7092689.3425,7089542.3709,4391150.0884,11459682.2763,91180.8,147324.05,4392806.592,11464574.2955,5463527.0205,0.839606716175
66.05,109.89,91507.86,4424376.0174,147868.08,11551669.126,7147087.9505,91441.81,147758.19,4420013.4149,11539593.3139,7141847.5617,7142737.1426,7139829.716,4421280.2333,11543333.3685,91470.39,147806.04,4422972.0165,11547820.1644,5484421.5991,0.839606716175
67.2,109.43,91804.79,4454999.6681,148348.77,11633509.7987,7197152.1977,91737.59,148239.34,4450483.8281,11621534.8738,7191960.0158,7192814.4639,7189798.5017,4451837.1364,11625452.7777,91767.6,148290.52,4453616.572,11630116.7362,5506250.8491,0.839606716175
64.53,107.81,92087.76,4484084.4862,148842.32,11716575.6102,7246329.5091,92023.23,148734.51,4479920.3653,11704952.6141,7241238.9117,7242195.1726,7239372.5298,4481093.0904,11708554.564,92050.51,148781.7,4482696.9237,11712900.8258,5526960.0623,0.839606716175
62.8,104.01,92364.89,4512018.9963,149303.23,11793012.7169,7292535.1076,92302.09,149199.22,4508075.1563,11782194.6368,7287719.4861,7288656.9709,7286003.2796,4509154.9973,11785514.8022,92328.16,149244.65,4510669.9034,11789581.1005,5546482.0406,0.839606716175
63.1,103.93,92627.99,4538084.7515,149748.84,11864765.657,7335785.2703,92564.89,149644.91,4534103.1415,11853964.2121,7330973.1727,7331880.9138,7329227.2873,4535200.5292,11857276.3931,92591.25,149690.31,4536734.9239,11861339.8961,5564601.9675,0.839606716175
63.23,102.7,92897.37,4564719.1201,150189.08,11935597.4096,7379219.9979,92834.14,150086.38,4560721.0872,11925050.1196,7374476.5331,7375312.8741,7372726.2769,4561820.4483,11928251.8308,92860.47,150130.84,4563357.5101,11932205.512,5583156.359,0.839606716175
68.56,103.82,93185.2,4593964.3956,150630.87,12006921.8205,7424889.1421,93116.64,150527.05,4589263.922,11996143.2281,7420107.9783,7420392.1347,7417771.2429,4590736.5191,11999394.2202,93148.98,150571.49,4592652.5072,12003395.8361,5604304.0522,0.839606716175
62.74,104.78,93468.97,4622839.3031,151087.02,12082796.0602,7471669.5223,93406.23,150982.24,4618902.9955,12071817.2118,7466803.7915,7467746.6783,7465095.6251,4619985.8553,12075096.3457,93432.56,151026.49,4621513.615,12079132.1793,5624436.9427,0.839606716175
67.76,105.38,93751.91,4651377.3717,151519.61,12153330.1449,7516524.7278,93684.15,151414.23,4646785.9541,12142225.2005,7511604.1405,7512103.7167,7509384.179,4648192.6755,12145594.3034,93715.48,151459.57,4650050.2268,12149725.3433,5644421.1578,0.839606716175
68.56,112.07,94058.43,4683880.6759,152012.9,12236735.0878,7568588.9097,93989.87,151900.83,4679180.2023,12224175.4029,7563174.6057,7564127.0349,7560905.3905,4680619.4016,12228343.489,94021.4,151954.07,4682509.455,12233274.1189,5668585.5579,0.839606716175
67.08,109.64,94368.53,4716171.8503,152532.09,12325014.4491,7621976.0638,94301.45,152422.45,4711672.1239,12312993.5195,7616733.0045,7617645.2452,7614621.4126,4713015.0175,12316833.2711,94331.65,152472.29,4714811.7159,12321438.4091,5692626.9965,0.839606716175
68.05,110.32,94678.96,4748646.0588,153049.34,12412453.2566,7675268.1825,94610.91,152939.02,4744015.2563,12400282.7542,7669983.0508,7670885.5459,7667760.9065,4745425.157,12404282.564,94642.14,152990.99,4747290.3464,12409048.5341,5717109.3743,0.839606716175
72.84,112.73,95011.06,4783947.5914,153566.98,12500535.4098,7731026.6772,94938.22,153454.25,4778641.9258,12487827.3569,7725617.5362,7726054.2791,7722815.424,4780417.4654,12492004.0151,94975.08,153507.09,4782653.031,12496948.5977,5744123.8642,0.839606716175
72.88,119.32,95374.5,4824044.1518,154139.11,12602271.5197,7794889.5832,95301.62,154019.79,4818732.6574,12588034.2573,7788948.2854,7789898.2257,7786193.5416,4820481.33,12592946.588,95337.7,154078.76,4822689.9118,12598629.3972,5775536.7111,0.839606716175
